year_month,year,month,precipitation_mean,precipitation_sum,precipitation_count,max_temp_mean,max_temp_max,min_temp_mean,min_temp_min,avg_temp_mean,avg_temp_std,price_usd_per_tonne_mean,price_usd_per_tonne_std,Buying_mean,Buying_std,Selling_mean,Selling_std,Mid Rate_mean,Mid Rate_std
1996-01,1996,1,0.0,0.0,0,90.5,91.0,75.5,75.0,82.16666666666667,1.9407902170679536,1349.5413636363637,10.184783839702797,1456.780909090909,14.790337872147951,1481.375909090909,14.336135382508902,1469.078409090909,14.536907657863276
1996-02,1996,2,0.0,0.0,0,90.5,91.0,75.33333333333333,75.0,84.28571428571429,1.6035674514745488,1369.8395238095238,17.896659318484637,1506.837,13.082235886478848,1530.441,13.501740979358207,1518.639,13.28622492025412
1996-03,1996,3,0.0,0.0,0,90.5,91.0,75.16666666666667,75.0,84.0,2.0701966780270626,1338.6009523809523,26.267300566438543,1549.736,12.558167985733345,1573.327,11.070513752163528,1561.5315,11.793659659236187
1996-04,1996,4,0.0,0.0,0,88.99027791666666,91.3,75.0,75.0,83.66666666666667,3.5118845842842483,1456.2795238095237,31.03766139324793,1584.6715,8.136778927548065,1605.3870000000002,8.669324079765444,1595.02925,8.39992266176805
1996-05,1996,5,0.41452357142857144,5.80333,14,87.48055583333333,91.6,74.80357142857143,70.66667,80.69111133333332,2.7454784066686453,1524.0204545454544,17.32473252106388,1608.4404545454547,7.694010334126511,1628.796818181818,7.42835198435482,1618.6186363636364,7.556587977485205
1996-06,1996,6,0.13629666666666665,1.22667,9,86.58333333333333,87.75,72.89583375,70.0,79.08928571428571,1.7748432835939858,1537.5725,23.351581232384028,1630.9857894736842,5.968305469347218,1653.88,7.598300979678145,1642.432894736842,6.773117679430431
1996-07,1996,7,0.20834,5.41684,26,83.78448275862068,88.0,72.44367827586207,69.0,77.01166666666667,1.136221472125722,1495.68,33.032814951747085,1655.9959090909092,9.355048883377952,1684.5949999999998,9.456754577700442,1670.2954545454545,9.398694680023977
1996-08,1996,8,0.1311068,3.27767,25,83.17826086956521,101.0,72.40925888888889,70.8,76.54938296296297,1.1297409344549707,1499.8831818181818,28.093554486388147,1674.0459090909092,2.388224403372992,1703.6277272727273,1.9051207481246553,1688.8368181818184,2.128959362075276
1996-09,1996,9,0.14724466666666666,2.20867,15,83.865624375,88.25,72.23725470588235,70.0,76.49298210526315,1.354214815339216,1476.2790476190476,12.18304842999564,1688.1538095238097,5.949036456595671,1713.4109523809523,5.278115103672966,1700.782380952381,5.6014740513207855
1996-10,1996,10,0.005,0.005,1,88.1666675,90.66667,73.0,71.0,80.0,1.322875655532289,1476.9804347826089,14.983626359906312,1705.4382608695653,2.657674397209043,1731.178695652174,4.052717723777074,1718.3084782608696,3.133941185118039
1996-11,1996,11,0.03759277777777778,0.67667,18,89.975,91.8,74.51731636363637,72.0,81.09950416666668,1.320018366693422,1469.2771428571427,29.00372444063988,1714.4409523809525,2.8300227998408545,1739.9371428571428,4.233431401188898,1727.1890476190476,3.313262975922307
1996-12,1996,12,0.0014036842105263157,0.02667,19,88.1992752173913,91.0,74.06439363636365,71.33333,80.0797104347826,1.3555156554391778,1474.384,14.372981743901459,1722.41,2.425434668947668,1749.683157894737,2.8296447610405777,1736.0465789473685,2.6147796022649854
1997-01,1997,1,0.039259444444444444,0.70667,18,90.24513,93.66667,74.93933320000001,70.33333,81.17760111111112,1.6309009971422186,1428.4795454545454,28.0856162944788,1730.1745454545453,3.352820741764726,1761.0818181818183,4.341513491161753,1745.6281818181817,3.820988262047107
1997-02,1997,2,0.0,0.0,11,93.55104125,98.5,74.68627470588235,70.0,83.13333315789474,2.249101916788252,1372.742,24.95133254536664,1758.6015,18.265705073774445,1790.0945,17.576396994714013,1774.348,17.914871901946704
1997-03,1997,3,0.28119565217391307,6.4675,23,92.00576961538461,98.75,74.76206896551724,68.0,83.38777766666666,3.0806211867578397,1523.6395,57.959788009038114,1845.8388888888887,21.472688231082785,1876.8933333333334,22.40675029591581,1861.366111111111,21.933339017521075
